单元前缀,数量,含义,完整 metric 名
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.max.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.max.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.max.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.max.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.max.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.min.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.avg.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.max.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.min.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.avg.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.max.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.min.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.per_cycle_active
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.per_cycle_elapsed
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.per_cycle_in_frame
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.per_cycle_in_region
,,,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.per_second
,,,l1tex__t_requests_pipe_tex.avg
,,,l1tex__t_requests_pipe_tex.avg.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex.avg.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.avg.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.avg.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_active
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_region
,,,l1tex__t_requests_pipe_tex.avg.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_tex.avg.per_cycle_active
,,,l1tex__t_requests_pipe_tex.avg.per_cycle_elapsed
,,,l1tex__t_requests_pipe_tex.avg.per_cycle_in_frame
,,,l1tex__t_requests_pipe_tex.avg.per_cycle_in_region
,,,l1tex__t_requests_pipe_tex.avg.per_second
,,,l1tex__t_requests_pipe_tex.max
,,,l1tex__t_requests_pipe_tex.max.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex.max.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.max.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.max.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_tex.max.peak_sustained
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_active
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_region
,,,l1tex__t_requests_pipe_tex.max.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_tex.max.per_cycle_active
,,,l1tex__t_requests_pipe_tex.max.per_cycle_elapsed
,,,l1tex__t_requests_pipe_tex.max.per_cycle_in_frame
,,,l1tex__t_requests_pipe_tex.max.per_cycle_in_region
,,,l1tex__t_requests_pipe_tex.max.per_second
,,,l1tex__t_requests_pipe_tex.min
,,,l1tex__t_requests_pipe_tex.min.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex.min.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.min.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.min.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_tex.min.peak_sustained
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_active
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_region
,,,l1tex__t_requests_pipe_tex.min.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_tex.min.per_cycle_active
,,,l1tex__t_requests_pipe_tex.min.per_cycle_elapsed
,,,l1tex__t_requests_pipe_tex.min.per_cycle_in_frame
,,,l1tex__t_requests_pipe_tex.min.per_cycle_in_region
,,,l1tex__t_requests_pipe_tex.min.per_second
,,,l1tex__t_requests_pipe_tex.sum
,,,l1tex__t_requests_pipe_tex.sum.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex.sum.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.sum.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.sum.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_active
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_frame
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_region
,,,l1tex__t_requests_pipe_tex.sum.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_tex.sum.per_cycle_active
,,,l1tex__t_requests_pipe_tex.sum.per_cycle_elapsed
,,,l1tex__t_requests_pipe_tex.sum.per_cycle_in_frame
,,,l1tex__t_requests_pipe_tex.sum.per_cycle_in_region
,,,l1tex__t_requests_pipe_tex.sum.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.avg
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_active
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_frame
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_region
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.per_cycle_active
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.per_cycle_elapsed
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.per_cycle_in_frame
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.per_cycle_in_region
,,,l1tex__t_requests_pipe_tex_mem_surface.avg.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.max
,,,l1tex__t_requests_pipe_tex_mem_surface.max.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex_mem_surface.max.pct_of_peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex_mem_surface.max.pct_of_peak_sustained_frame
,,,l1tex__t_requests_pipe_tex_mem_surface.max.pct_of_peak_sustained_region
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_active
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_active.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_elapsed
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_elapsed.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_frame
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_frame.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_region
,,,l1tex__t_requests_pipe_tex_mem_surface.max.peak_sustained_region.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.max.per_cycle_active
,,,l1tex__t_requests_pipe_tex_mem_surface.max.per_cycle_elapsed
,,,l1tex__t_requests_pipe_tex_mem_surface.max.per_cycle_in_frame
,,,l1tex__t_requests_pipe_tex_mem_surface.max.per_cycle_in_region
,,,l1tex__t_requests_pipe_tex_mem_surface.max.per_second
,,,l1tex__t_requests_pipe_tex_mem_surface.min
,,,l1tex__t_requests_pipe_tex_mem_surface.min.pct_of_peak_sustained_active
,,,l1tex__t_requests_pipe_tex_mem_surface.min.pct_of_peak_sustained_elapsed
